DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P3272;P3273S1;P3273S2;P3273S4;P3273S5;P3273S6;P3274;P3275S1;P3275S2;P3275S4;P3275S5;P3275S6;P3275S7;P3275S8;P3275S9;P3275S10;P3276;P3277S1;P3277S2;P3277S3;P3277S4;P3277S5;P3277S6;P3277S7;P3277S8;P3277S9;P3277S10;P3277S11;P3277S12;P3277S13;P3278;P3279S1;P3279S2;P3279S3;P3279S4;P3279S5;P3279S6;P3280S1;P3280S2;P3280S3;P3280S4;P3280S5;P3280S6;P3280S7;P3280S8;P3280S9;P3280S10;P3280S11;P3281;P3282;P3283S1;P3283S2;P3283S3;P3283S4;P3283S5;P3283S6;P3283S7;P3283S8;P3283S9;P3283S10;P3283S11;P3283S12;P3283S13;P3284S1;P3284S2;P3284S3;P3284S4;P3284S5;P3285;P3286;P3287S1;P3287S2;P3287S3;P3287S4;P3504;P3288;P3289;P3290;P3291;P3291S1;P3292S1;P3292S2;P3292S3;P3292S4;P3292S5;P3292S6;P3292S7;P3292S8;P3292S9;P3292S10;P3292S11;P3293S1;P3293S2;P3293S3;P3293S4;P3293S5;P3293S6;P3293S7;P3293S8;P3293S9;P3294S1;P3294S2;P3294S3;P3294S4;P3294S5;P3294S6;P3294S7;P3294S8;P3294S9;P3294S10;P3294S11;P3294S12;P3295;P3296;P3297;P3298;P3299;P3300;P3301
612943;237;1;1;1;78.171285517;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;2;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;1;;;;;;1;2;2;1;1;;
613020;237;2;1;2;55.23018794;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;1;3;;900000;900000;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;3
613062;237;2;1;2;65.093098879;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;6;4;;3000000;3000000;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;1;4;;2;;;
613081;237;1;1;1;88.052146805;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;5;4;;900000;900000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;1;2;2;2;1;;
613123;237;2;1;2;50.492415935;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;2;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;2;;;;;;6
613171;237;2;1;2;70.223419808;2;;;;;;;;;;;;;;;;1;1;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;35000;35000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;1;;;;;;1;1;1;4;1;;
613199;237;1;1;1;73.129283926;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;8;;1;;;;;;;;;;;;;;1;;;;;;;;;;3;3;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;12
613199;237;2;1;2;73.129283926;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;8;;1;1;;;;;;;;;;;;;1;;;;;;;;;;5;3;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
613243;237;2;1;2;35.173658127;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;7;1;;98;98;;;;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
613250;237;2;1;2;602.40867592;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;1;;;1;;;;;;;;;1;;;;;;;;;;4;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;1;;;2;;;;;;6
613254;237;1;1;1;527.86827118;1;1;1;;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;7;2;;;1;1;1;1;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;1;2;2;3;2;5;
613315;237;1;1;1;405.58992195;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;9;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;8
613328;237;1;1;1;396.51184766;2;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
613331;237;1;1;1;297.87092884;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;6;1;;7000000;7000000;1;1;1;1;1;;;;;;;1;;1;;;;;;;;;;;;;;1;;;;;2;;;;;;3
613460;237;3;1;3;40.540161954;1;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
613518;237;1;1;1;33.085171718;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;7;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;1;4;;3;;3;
613518;237;2;1;2;33.085171718;2;;;;;;;;;;;;;;;;9;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;7;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;1;4;;3;;3;
613523;237;1;1;1;54.784343717;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;1;2;1;1;1;;
613567;237;2;1;2;53.657208123;2;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;8;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
613626;237;3;1;3;257.14891786;2;;;;;;;;;;;;;;;;9;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;4;2;;;1;;1;1;;;;;;;;1;1;;;;;;;;1;1;;;;;;;;;;;2;;;;;;3
613635;237;5;1;5;207.4698213;1;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;3;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;3
613635;237;3;1;3;207.4698213;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
613637;237;3;1;3;129.57017011;2;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;2;2;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
613663;237;1;1;1;900.37463594;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;7;2;;;1;1;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;1;2;2;4;2;3;
613877;237;1;1;1;1060.6692829;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;1;;;;;;;;;;;;;;9;;;;;;;;12;9;2;;;;;;;;;;;;2;;;1;;;;;;;;;;;;;;;;;;2;;2;;;;;;6
613886;237;1;1;1;1561.787405;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;7;1;1800000;1800000;;;;1;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;1;2;2;2;2;1;
613911;237;2;1;2;72.526108295;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
613920;237;1;1;1;69.39232377;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;;;1;;;;;;;;;;;;1;;;;;;;;;;9;1;2;;;;;;;;;;;;;9;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;3
613968;237;1;1;1;70.734154102;1;;1;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;9;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
613988;237;1;1;1;108.12077742;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;2;;;;1;;;1;;;;;;;;;;;;;;;2;;1;;;;;;;;;;;1;2;1;2;1;;
613999;237;1;1;1;103.97734313;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;10;2;;400000;400000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
614009;237;2;1;2;575.0949757;1;;1;;;;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1;2;;;1;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;4
614059;237;1;1;1;90.190633492;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;2;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;;9;1;1;1;4;2;1;
614065;237;2;1;2;49.130236308;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;9;7;;2000000;2000000;;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;8
614173;237;2;1;2;449.86476458;2;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;8;2;;;1;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;2;;;;;;3
614179;237;4;1;4;296.90376323;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;9;1;;;;;;;;;;;;;;1;;;;;;;;;;;7;1;2;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;9;2;;;;;;1
614185;237;1;1;1;358.20042563;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;11;1;;98;98;;;;;;;;;;2;;;;;;;;;;2;;;;;;1;1;;;;;;2;;;;;;3
614302;237;1;1;1;65.081814644;1;;;;1;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;2;9;;;1;;;;;;;;;;;;;;;;;;;2;1;;;;;;;1;;;;;2;;;;;;4
614305;237;1;1;1;68.756131881;2;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;2;;;1;1;1;1;1;;;;;;;1;1;1;;;1;;;;1;1;1;;1;1;;;;;;;1;2;2;4;2;3;
614331;237;1;1;1;36.602142911;2;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;;;1;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;2;;;;;;1
614489;237;1;1;1;68.60123518;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;1
614497;237;2;1;2;61.987648464;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;7;1;198000;198000;;;1;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;1;2;2;2;2;3;
614500;237;2;1;2;57.945472473;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;10;1;;98;98;1;;;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;13
614502;237;2;1;2;59.842564061;2;;;;;;;;;;;;;;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
614512;237;4;1;4;46.621922485;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;11;1;;500000;500000;;;;;;;;;1;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;11
614517;237;1;1;1;81.940691796;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;5;7;;500000;500000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;1;;;;;2;;;;;;3
614550;237;1;1;1;52.998775655;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2;;;1;1;;;;;;;;;;1;;;;;;;;;;;;;1;1;;;;;;;2;;;;;;1
614631;237;2;1;2;65.093098879;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;;;;;5;2;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;1;;;;;;1;2;2;1;1;;
614638;237;1;1;1;352.03489878;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;6;7;;480000;480000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;1;;;;;2;;;;;;3
614658;237;1;1;1;409.05932792;1;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;2;2;;;;1;;;;;;;;;;;;;;;;;;2;;1;;;;;;;;;;;2;;;;;;1
614671;237;1;1;1;414.26771667;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;;1;;;;;;;;;;;;;;;;2;;;1;;;;;;;;;;2;;;;;;12
614671;237;2;1;2;414.26771667;1;;;1;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;;;1;;;1;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;2;;;;;;12
614694;237;4;1;4;369.66314529;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;2;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
614698;237;2;1;2;386.77355546;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;3;1;;30000000;30000000;1;1;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
614711;237;1;1;1;567.22505168;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;1;;;;;;;;;;;1;;;;;;;;;;;9;1;2;;;;;;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
614839;237;2;1;2;249.63137346;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;7;2;;;1;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;1;3;1;3;1;;
614855;237;1;1;1;194.82299071;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;2;2;;;1;1;;;1;;;;;;;;;;;;;1;;;;1;;1;;1;;;;;;;1;2;2;4;1;;
614875;237;1;1;1;119.02604254;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;10;4;;98;98;1;1;;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
614883;237;2;1;2;156.0868018;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;10;2;;1500000;1500000;1;;1;1;;1;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;12
614906;237;2;1;2;153.580153;1;1;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;8;2;;;1;1;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;2;;2;;;;;;10
614916;237;2;1;2;80.681553006;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;2;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;3
614942;237;6;1;6;89.757301962;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;10
614980;237;3;1;3;211.00024779;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;1;2;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;10
615003;237;1;1;1;172.01587026;1;;;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;7;2;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
615029;237;2;1;2;195.02673491;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;7;7;;99;99;;;;;;;1;;;;;;1;1;;;;;;;;;;;;;;1;;;;;1;2;2;2;1;;
615086;237;1;1;1;243.07565199;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;8;7;;2500000;2500000;;;;;;;;;;;9;;;;;;;;;2;1;;;;;;;;;;;;1;2;1;4;1;;
615107;237;1;1;1;117.99765208;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;5;3;;2500000;2500000;;;;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;1;2;2;2;1;;
615140;237;7;1;7;118.02019789;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;11;2;;800000;800000;1;;;;;;;;;;;;;;;;;;;2;;;;;;1;;1;;;;;1;1;2;3;1;;
615145;237;1;1;1;208.15120957;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2;;;1;1;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;2;;;;;;1
615145;237;2;1;2;208.15120957;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1;2;;;1;1;;;;;;;;;;1;;;;;;;;;1;;;;;;;1;;;;;1;2;1;4;1;;
615151;237;1;1;1;162.39076178;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;1;1;1000000;1000000;1;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;10
615159;237;1;1;1;113.07710124;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;1;4;;4;;1;
615167;237;2;1;2;101.46542275;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;6;7;;2000000;2000000;;;;1;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;;1;2;2;2;2;4;
615222;237;1;1;1;116.10468108;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;2;2;;800000;800000;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
615269;237;1;1;1;88.896107934;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;11;3;;1000000;1000000;;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;9;2;;;;;;7
615269;237;2;1;2;88.896107934;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;8;2;;98;98;;;;;;;;;;2;;;;;;;;;;2;;;;;;;1;;;;;;2;;;;;;6
615329;237;1;1;1;106.90619376;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;2;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;1;;;;;1;2;2;4;1;;
615441;237;1;1;1;698.81166686;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;7;1;4000000;4000000;1;1;1;1;1;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;1;2;2;2;2;3;
615648;237;1;1;1;1096.6352776;1;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;3
615649;237;2;1;2;1236.0084998;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;5;2;;;1;;;;;;;;;;;;1;;;;;;;;1;1;1;;;;;1;;;;;2;;;;;;1
615675;237;1;1;1;1174.9663689;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;1;1;;10000;10000;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;2;;1;2;2;1;1;;
615678;237;4;1;4;1251.1721956;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;11;7;;100000;100000;;;;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;3
615758;237;1;1;1;1206.9259468;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;5;1;;99;99;1;1;1;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;;9;1;4;;4;;;
615766;237;2;1;2;1076.7243226;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;2;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;2;;;;;;1
615791;237;1;1;1;1438.2740254;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;1;2;;;;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;4
615874;237;3;1;3;63.462267054;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;12;3;;4000000;4000000;1;1;1;1;1;;;;;;;;;;;;;;;2;1;;1;;1;;;1;;;;;1;2;2;6;1;;
615891;237;1;1;1;43.0271662;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;1;2;;400000;400000;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;1;1;2;2;1;;
615906;237;1;1;1;64.985839457;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;7;4;;3000000;3000000;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;11
